model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,granularity,n_folds,group,config,resid_test_r2,cross_fit_folds_protocol,stage1,gate_w,stage1_val_RMSE,gate_val_gain_pct,resid_val_r2,stage1_only_test_RMSE,cross_fit_folds,augment_stage1,segment_scheme,n_segments,gate_w_map,gate_w_min,gate_w_max,val_oof_RMSE
XGBoost,N02BE,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,212.6951718675955,14.58407254053529,11.472965013715957,0.0231880981870409,0.4438526242697053,37.9301022763387,0.5590144181473874,313.3493442702787,17.701676312436593,13.525499140421546,0.1464169285275038,0.4691707355062039,37.64492806351275,0.5552385464110919,6.201,daily,5,origin2,daily|N02BE|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BE,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,214.9117443762117,14.659868497916744,11.549594111813867,0.0130083917619435,0.4461594034289071,38.14223260470538,0.5619979936778385,307.9293619927778,17.547916172377214,13.47843531234122,0.1611812968095871,0.4650954289233741,37.62112640378603,0.5593423670657481,5.89,daily,5,origin2,daily|N02BE|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N05B,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,33.940444444444445,5.825842809795373,4.535555555555556,-0.8924362396856269,0.680854243450959,58.30253761087421,1.1117874274888355,29.884,5.466626016109022,4.188888888888889,-0.9338618116370896,0.5704966853546057,46.868391315116384,1.1827253249150875,0.0,daily,5,origin2,daily|N05B|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N05B,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,33.75044444444445,5.809513270872565,4.661111111111111,-0.8818423040013483,0.6789458438884961,59.638684161138286,1.0272213791115825,33.260888888888886,5.767225406457501,4.371111111111111,-1.1523879950249838,0.6018672154234405,47.76560237402844,1.145521560914866,0.0,daily,5,origin2,daily|N05B|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N05B,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,18.97062480261437,4.355528073909565,3.4591512657402985,-0.0577556792077553,0.5090215902504361,43.01157951089679,0.8759558017882082,16.69318038645097,4.085728868445748,3.190368139341,-0.0802537834335028,0.4263863615029189,35.42923144987147,0.8630240735936329,0.009,daily,5,origin2,daily|N05B|A_lag1,,5,linear,0.0,4.355528073909565,0.0,,4.085728868445748,,,,,,,,
AR-LRX [linear],N05B,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,18.879890570796785,4.345099604243472,3.4492755879576573,-0.052696560174924,0.5078028364912511,42.92047031319965,0.8787645408160479,17.531604933176204,4.187075940698497,3.2735235008028454,-0.1345101484733595,0.4369629344420973,36.27743736522792,0.8746609920547488,6.124,daily,5,origin2,daily|N05B|A_lag1,-0.1776050466057614,5,linear,0.4,4.355528073909565,0.2394,-0.0062754559889299,4.085728868445748,5.0,,,,,,,
AR-LRX-g [linear],N05B,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,18.894462455642817,4.346776099092615,3.447937658920776,-0.0535090528636483,0.507998764989398,42.90056498076617,0.8779921835704027,18.01609048406918,4.244536545262531,3.3176493920375694,-0.1658623136842378,0.4429595188701621,36.818347261871146,0.8778706203592775,6.674,daily,5,origin2,daily|N05B|A_lag1,-0.2812786319995877,5,linear,0.3999999999999999,4.355528073909565,0.2009,-0.0092093361662335,4.085728868445748,5.0,False,global,1.0,"{""0"": 0.4}",0.4,0.4,4.37267924006089
AR-LRX-Aug [linear],N05B,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,18.95922314066146,4.354219004673681,3.462299034851197,-0.0571199504002659,0.5088686020265306,43.07506898966343,0.8748431098315634,16.674920637182954,4.083493680316274,3.192193124239169,-0.079072153404073,0.4261530974356037,35.45252646561351,0.8618462906886526,6.43,daily,5,origin2,daily|N05B|A_lag1,-0.0464959355043719,5,linear,0.0999999999999999,4.355528073909565,0.0301,-0.0475755636948609,4.085728868445748,5.0,True,global,1.0,"{""0"": 0.1}",0.1,0.1,4.364453074011974
XGBoost,N05B,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,18.844111569511284,4.340980484811154,3.45682023525238,-0.0507016104987858,0.5073214434917593,43.07864427731693,0.8780614160983721,19.137339146622526,4.374624457781779,3.4186534298790825,-0.2384208724401295,0.4565354837666514,38.02689162388687,0.8837464410363282,5.492,daily,5,origin2,daily|N05B|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05B,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,19.02486546989814,4.361750275966993,3.469026755891776,-0.0607800062639478,0.5097487661823521,43.15406349299639,0.8869674899604215,19.363495527509293,4.400397201106883,3.433145787271126,-0.2530559677571879,0.4592251253474251,38.09666550077415,0.8964900494335823,5.445,daily,5,origin2,daily|N05B|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N05B,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,33.940444444444445,5.825842809795373,4.535555555555556,-0.8924362396856269,0.680854243450959,58.30253761087421,1.1117874274888355,29.884,5.466626016109022,4.188888888888889,-0.9338618116370896,0.5704966853546057,46.868391315116384,1.1827253249150875,0.0,daily,5,origin2,daily|N05B|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N05B,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,33.75044444444445,5.809513270872565,4.661111111111111,-0.8818423040013483,0.6789458438884961,59.638684161138286,1.0272213791115825,33.260888888888886,5.767225406457501,4.371111111111111,-1.1523879950249838,0.6018672154234405,47.76560237402844,1.145521560914866,0.0,daily,5,origin2,daily|N05B|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N05B,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,18.97062480261437,4.355528073909565,3.4591512657402985,-0.0577556792077553,0.5090215902504361,43.01157951089679,0.8759558017882082,16.69318038645097,4.085728868445748,3.190368139341,-0.0802537834335028,0.4263863615029189,35.42923144987147,0.8630240735936329,0.009,daily,5,origin2,daily|N05B|B_rich,,5,linear,0.0,4.355528073909565,0.0,,4.085728868445748,,,,,,,,
AR-LRX [linear],N05B,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,18.879890570796785,4.345099604243472,3.4492755879576573,-0.052696560174924,0.5078028364912511,42.92047031319965,0.8787645408160479,17.531604933176204,4.187075940698497,3.2735235008028454,-0.1345101484733595,0.4369629344420973,36.27743736522792,0.8746609920547488,8.749,daily,5,origin2,daily|N05B|B_rich,-0.1776050466057614,5,linear,0.4,4.355528073909565,0.2394,-0.0062754559889299,4.085728868445748,5.0,,,,,,,
AR-LRX-g [linear],N05B,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,18.894462455642817,4.346776099092615,3.447937658920776,-0.0535090528636483,0.507998764989398,42.90056498076617,0.8779921835704027,18.01609048406918,4.244536545262531,3.3176493920375694,-0.1658623136842378,0.4429595188701621,36.818347261871146,0.8778706203592775,5.674,daily,5,origin2,daily|N05B|B_rich,-0.2812786319995877,5,linear,0.3999999999999999,4.355528073909565,0.2009,-0.0092093361662335,4.085728868445748,5.0,False,global,1.0,"{""0"": 0.4}",0.4,0.4,4.37267924006089
AR-LRX-Aug [linear],N05B,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,18.95922314066146,4.354219004673681,3.462299034851197,-0.0571199504002659,0.5088686020265306,43.07506898966343,0.8748431098315634,16.674920637182954,4.083493680316274,3.192193124239169,-0.079072153404073,0.4261530974356037,35.45252646561351,0.8618462906886526,5.343,daily,5,origin2,daily|N05B|B_rich,-0.0464959355043719,5,linear,0.0999999999999999,4.355528073909565,0.0301,-0.0475755636948609,4.085728868445748,5.0,True,global,1.0,"{""0"": 0.1}",0.1,0.1,4.364453074011974
XGBoost,N05B,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,18.844111569511284,4.340980484811154,3.45682023525238,-0.0507016104987858,0.5073214434917593,43.07864427731693,0.8780614160983721,19.137339146622526,4.374624457781779,3.4186534298790825,-0.2384208724401295,0.4565354837666514,38.02689162388687,0.8837464410363282,5.068,daily,5,origin2,daily|N05B|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05B,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,19.02486546989814,4.361750275966993,3.469026755891776,-0.0607800062639478,0.5097487661823521,43.15406349299639,0.8869674899604215,19.363495527509293,4.400397201106883,3.433145787271126,-0.2530559677571879,0.4592251253474251,38.09666550077415,0.8964900494335823,5.419,daily,5,origin2,daily|N05B|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N05C,A_lag1,pacf_train,1,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,2.5,1.5811388300841898,1.022222222222222,-1.2058823529411766,2.371708245126285,165.66371681415927,0.9622504486493764,1.9555555555555555,1.398411797560202,0.9111111111111112,-1.253521126760563,2.4677855251062386,171.5151515151515,0.9519716382329886,0.0,daily,5,origin2,daily|N05C|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N05C,A_lag1,pacf_train,1,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,2.344444444444445,1.531157877047447,1.0,-1.0686274509803924,2.2967368155711707,169.93788819875775,1.0471954724347898,1.7777777777777777,1.3333333333333333,0.8888888888888888,-1.0486555697823303,2.3529411764705883,170.03401360544217,1.0065971623356695,0.0,daily,5,origin2,daily|N05C|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N05C,A_lag1,pacf_train,1,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,1.1509584529533072,1.0728273173970295,0.8028423256450591,-0.0155515761352711,1.6092409760955446,156.08425573649237,0.6020200343391281,0.8728253302243875,0.9342512136595744,0.7353294671509087,-0.0058166417438523,1.6486786123404251,156.9924651506456,0.5707288096280967,0.008,daily,5,origin2,daily|N05C|A_lag1,,5,linear,0.0,1.0728273173970295,0.0,,0.9342512136595744,,,,,,,,
AR-LRX [linear],N05C,A_lag1,pacf_train,1,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,1.1484443666904456,1.0716549662510064,0.7981505638363822,-0.0133332647268638,1.6074824493765096,156.4150669787406,0.6059729858743482,0.8793509509895113,0.937737143867892,0.7352633231315434,-0.0133365632401538,1.654830253884515,157.3373910937286,0.575725519594721,5.572,daily,5,origin2,daily|N05C|A_lag1,-0.0113406746948057,5,linear,0.7,1.0728273173970295,0.1093,-0.005833081343801,0.9342512136595744,5.0,,,,,,,
AR-LRX-g [linear],N05C,A_lag1,pacf_train,1,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,1.1484443666904456,1.0716549662510064,0.7981505638363822,-0.0133332647268638,1.6074824493765096,156.4150669787406,0.6059729858743482,0.8793509509085615,0.9377371438247296,0.735263323106708,-0.0133365631468698,1.654830253808346,157.33739109402472,0.575725519595352,5.392,daily,5,origin2,daily|N05C|A_lag1,-0.0113406746948057,5,linear,0.7000000000000002,1.0728273173970295,0.1093,-0.005833081343801,0.9342512136595744,5.0,False,global,1.0,"{""0"": 0.7}",0.7,0.7,1.07247007247966
AR-LRX-Aug [linear],N05C,A_lag1,pacf_train,1,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,1.1433260219724628,1.06926424328716,0.8010228148974841,-0.0088170782109964,1.60389636493074,155.46629976464715,0.5952074225586519,0.8579358557558022,0.9262482689623782,0.7252970208823767,0.0113415234568221,1.634555768757138,157.88679839333415,0.5826112569483988,5.029,daily,5,origin2,daily|N05C|A_lag1,0.0168912249632624,5,linear,1.0,1.0728273173970295,0.3321,-0.0010400491466562,0.9342512136595744,5.0,True,global,1.0,"{""0"": 1.0}",1.0,1.0,1.0699839223671728
XGBoost,N05C,A_lag1,pacf_train,1,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",12,none,42,1.148154831072587,1.071519869658322,0.7960562129194538,-0.013077792122871,1.607279804487483,156.61938971929771,0.6084424760792833,0.8802674395571907,0.938225686899048,0.7343755526675119,-0.0143926960326139,1.655692388645379,157.5024048457461,0.5780526292007998,5.233,daily,5,origin2,daily|N05C|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05C,A_lag1,pacf_train,1,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",12,none,42,1.1487999090303018,1.0718208381209529,0.7961879884842518,-0.0136469785561486,1.6077312571814293,156.3293292316544,0.6079560297485685,0.8825731691516181,0.9394536546054936,0.7352349756591934,-0.0170497467816339,1.6578593904802827,157.4970577426926,0.5780987828863559,5.787,daily,5,origin2,daily|N05C|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N05C,B_rich,pacf_train,5,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,2.5,1.5811388300841898,1.022222222222222,-1.2058823529411766,2.371708245126285,165.66371681415927,0.9622504486493764,1.9555555555555555,1.398411797560202,0.9111111111111112,-1.253521126760563,2.4677855251062386,171.5151515151515,0.9519716382329886,0.0,daily,5,origin2,daily|N05C|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N05C,B_rich,pacf_train,5,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,2.344444444444445,1.531157877047447,1.0,-1.0686274509803924,2.2967368155711707,169.93788819875775,1.0471954724347898,1.7777777777777777,1.3333333333333333,0.8888888888888888,-1.0486555697823303,2.3529411764705883,170.03401360544217,1.0065971623356695,0.0,daily,5,origin2,daily|N05C|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N05C,B_rich,pacf_train,5,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,1.174366093314157,1.0836817306359636,0.8118544489019541,-0.036205376453668,1.6255225959539454,155.99184334956817,0.6026154318611544,0.8773915298484046,0.9366918008867188,0.7267499928922783,-0.0110785875333727,1.6529855309765629,156.26131323918625,0.5635215794076912,0.007,daily,5,origin2,daily|N05C|B_rich,,5,linear,0.0,1.0836817306359636,0.0,,0.9366918008867188,,,,,,,,
AR-LRX [linear],N05C,B_rich,pacf_train,5,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,1.1685147585951765,1.080978611534556,0.808112204729633,-0.0310424340545676,1.6214679173018345,156.18366518205076,0.605480115823018,0.8739847812876168,0.93487153196983,0.7199806065933108,-0.0071527569255507,1.6497732917114647,156.0222027691173,0.5611727933493827,5.632,daily,5,origin2,daily|N05C|B_rich,-0.0493263064780336,5,linear,0.2,1.0836817306359636,0.2494,-0.0670468349516222,0.9366918008867188,5.0,,,,,,,
AR-LRX-g [linear],N05C,B_rich,pacf_train,5,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,1.174366093314157,1.0836817306359636,0.8118544489019541,-0.036205376453668,1.6255225959539454,155.99184334956817,0.6026154318611544,0.8773915298484046,0.9366918008867188,0.7267499928922783,-0.0110785875333727,1.6529855309765629,156.26131323918625,0.5635215794076912,5.973,daily,5,origin2,daily|N05C|B_rich,0.0126525315172828,5,linear,0.0,1.0836817306359636,0.0,-0.0215705659510314,0.9366918008867188,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,1.083934596389204
AR-LRX-Aug [linear],N05C,B_rich,pacf_train,5,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,1.1608775342708673,1.07744026946781,0.796437999440408,-0.0243037067095888,1.616160404201715,157.80320319961686,0.623395886424576,0.8724659262151969,0.9340588451565548,0.7289011779511634,-0.0054024757921602,1.6483391385115675,156.92559445109566,0.5704715767140223,6.178,daily,5,origin2,daily|N05C|B_rich,0.0038085267196243,5,linear,0.7999999999999998,1.0836817306359636,0.5759,0.0053447741551472,0.9366918008867188,5.0,True,global,1.0,"{""0"": 0.8}",0.8,0.8,1.0803206490477928
XGBoost,N05C,B_rich,pacf_train,5,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,1.1948070003161029,1.0930722758885174,0.8151675487558047,-0.0542414708671497,1.6396084138327762,156.86141165240795,0.6143936782502116,0.8650231119385099,0.9300661868590374,0.7140134539869096,0.0031743908519092,1.641293270927713,156.52728844723185,0.5664977558058457,5.224,daily,5,origin2,daily|N05C|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05C,B_rich,pacf_train,5,4,1652,180,90,2014-01-06,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,1.192717751315031,1.0921161803192143,0.814078823579865,-0.052398015866204,1.6381742704788218,156.73828945263577,0.6131619027351654,0.8661071593056112,0.9306487840778664,0.7118862502060911,0.0019251685338668,1.6423213836668231,156.03750779847638,0.5616420052163735,5.249,daily,5,origin2,daily|N05C|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,R03,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,124.7388888888889,11.168656539122727,8.227777777777778,-0.8326494502559514,1.3666608953379271,118.92348068991288,3.024579898327143,172.4777777777778,13.133079523774224,9.588888888888889,-1.0597124508318054,1.3808144359108414,107.6215606048334,4.832222094964563,0.0,daily,5,origin2,daily|R03|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),R03,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,122.26666666666668,11.05742586078092,8.188888888888888,-0.7963278448863396,1.3530500713396096,122.118924425287,3.776642057566816,153.83333333333334,12.402956636759372,9.233333333333333,-0.8370623514633992,1.304049179098532,106.82788893395228,2.717602520146104,0.0,daily,5,origin2,daily|R03|A_lag1,,5,,,,,,,,,,,,,,
