model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,granularity,n_folds,group,config,resid_test_r2,cross_fit_folds_protocol,stage1,gate_w,stage1_val_RMSE,gate_val_gain_pct,resid_val_r2,stage1_only_test_RMSE,cross_fit_folds,augment_stage1,segment_scheme,n_segments,gate_w_map,gate_w_min,gate_w_max,val_oof_RMSE
S1 [linear],M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,28.86272463150085,5.372403989975144,4.376200802707008,0.0551484474071438,0.1999710327245609,16.335850128153716,0.2131124701590943,85.1469526480301,9.227510641989534,7.280131693320726,0.1875717790520701,0.3486226352359398,27.57759171854261,0.6299231042993104,0.012,weekly,2,seed3,weekly|M01AE|A_lag1,,5,linear,0.0,5.372403989975144,0.0,,9.227510641989534,,,,,,,,
AR-LRX [linear],M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,28.68139078443668,5.355500983515611,4.344497119312057,0.0610846010143892,0.1993418708699852,16.214360621348252,0.2095687865572846,85.07970651558102,9.223866137123904,7.259799296170317,0.1882134068972504,0.3484849429655451,27.51847018234357,0.6284128787976125,6.969,weekly,2,seed3,weekly|M01AE|A_lag1,-0.0632146544787677,5,linear,0.1,5.372403989975144,0.3146,-0.2576302415219935,9.227510641989534,5.0,,,,,,,
AR-LRX-g [linear],M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,28.809137946853824,5.36741445640765,4.363968457670247,0.0569026637132435,0.1997853128527553,16.285154502500465,0.2106176026300528,84.7333189909208,9.205070287125505,7.257392002779145,0.1915184576555735,0.3477748209172297,27.513140283904256,0.6291205073564486,6.402,weekly,2,seed3,weekly|M01AE|A_lag1,0.0078062677110963,5,linear,0.0999999999999999,5.372403989975144,0.0929,-0.1446171082323701,9.227510641989534,5.0,False,global,1.0,"{""0"": 0.1}",0.1,0.1,5.891345060891871
AR-LRX-Aug [linear],M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,28.86272463150085,5.372403989975144,4.376200802707008,0.0551484474071438,0.1999710327245609,16.335850128153716,0.2131124701590943,85.1469526480301,9.227510641989534,7.280131693320726,0.1875717790520701,0.3486226352359398,27.57759171854261,0.6299231042993104,5.754,weekly,2,seed3,weekly|M01AE|A_lag1,0.023400508671691,5,linear,0.0,5.372403989975144,0.0,-0.2001433474021305,9.227510641989534,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,5.372403989975145
XGBoost,M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,30.772527840908136,5.547299148316065,4.285014292399088,-0.0073709630294536,0.206480961147148,15.855972023884648,0.1974795711138419,92.26021637305875,9.605218184562949,7.446209390391473,0.119700692494844,0.3628927243151374,28.03069029016284,0.6225212005552145,6.182,weekly,2,seed3,weekly|M01AE|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,32.79076670726673,5.72632226715077,4.484535134674197,-0.0734401283881851,0.2131445400629832,16.59830494868391,0.2047833583304393,83.84161588468017,9.15650675119503,7.247836954654316,0.2000266278916997,0.3459400521990647,27.435573235987608,0.6256721645490247,5.941,weekly,2,seed3,weekly|M01AE|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,45.908203888888885,6.775559304506816,5.505622222222224,-0.5028531878042071,0.2521991261150493,20.14832613520521,0.2609274473557304,99.00320602173912,9.9500354784161,7.71463043478261,0.0553625698283433,0.3759201938377401,30.265748716527487,0.717837483642111,0.0,weekly,2,seed3,weekly|M01AE|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,57.89583167521637,7.608931046817047,5.929825926,-0.8952807520908783,0.2832187978047084,22.669814585063577,0.2870582277992738,110.82956356521738,10.527562090304544,7.920347826086957,-0.0574784223685096,0.3977396050708463,29.493879602230432,0.6388227637679597,0.0,weekly,2,seed3,weekly|M01AE|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,28.86272463150085,5.372403989975144,4.376200802707008,0.0551484474071438,0.1999710327245609,16.335850128153716,0.2131124701590943,85.1469526480301,9.227510641989534,7.280131693320726,0.1875717790520701,0.3486226352359398,27.57759171854261,0.6299231042993104,0.007,weekly,2,seed3,weekly|M01AE|B_rich,,5,linear,0.0,5.372403989975144,0.0,,9.227510641989534,,,,,,,,
AR-LRX [linear],M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,28.68139078443668,5.355500983515611,4.344497119312057,0.0610846010143892,0.1993418708699852,16.214360621348252,0.2095687865572846,85.07970651558102,9.223866137123904,7.259799296170317,0.1882134068972504,0.3484849429655451,27.51847018234357,0.6284128787976125,6.183,weekly,2,seed3,weekly|M01AE|B_rich,-0.0632146544787677,5,linear,0.1,5.372403989975144,0.3146,-0.2576302415219935,9.227510641989534,5.0,,,,,,,
AR-LRX-g [linear],M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,28.809137946853824,5.36741445640765,4.363968457670247,0.0569026637132435,0.1997853128527553,16.285154502500465,0.2106176026300528,84.7333189909208,9.205070287125505,7.257392002779145,0.1915184576555735,0.3477748209172297,27.513140283904256,0.6291205073564486,6.277,weekly,2,seed3,weekly|M01AE|B_rich,0.0078062677110963,5,linear,0.0999999999999999,5.372403989975144,0.0929,-0.1446171082323701,9.227510641989534,5.0,False,global,1.0,"{""0"": 0.1}",0.1,0.1,5.891345060891871
AR-LRX-Aug [linear],M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,28.86272463150085,5.372403989975144,4.376200802707008,0.0551484474071438,0.1999710327245609,16.335850128153716,0.2131124701590943,85.1469526480301,9.227510641989534,7.280131693320726,0.1875717790520701,0.3486226352359398,27.57759171854261,0.6299231042993104,7.33,weekly,2,seed3,weekly|M01AE|B_rich,0.023400508671691,5,linear,0.0,5.372403989975144,0.0,-0.2001433474021305,9.227510641989534,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,5.372403989975145
XGBoost,M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,30.772527840908136,5.547299148316065,4.285014292399088,-0.0073709630294536,0.206480961147148,15.855972023884648,0.1974795711138419,92.26021637305875,9.605218184562949,7.446209390391473,0.119700692494844,0.3628927243151374,28.03069029016284,0.6225212005552145,5.862,weekly,2,seed3,weekly|M01AE|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,32.79076670726673,5.72632226715077,4.484535134674197,-0.0734401283881851,0.2131445400629832,16.59830494868391,0.2047833583304393,83.84161588468017,9.15650675119503,7.247836954654316,0.2000266278916997,0.3459400521990647,27.435573235987608,0.6256721645490247,5.881,weekly,2,seed3,weekly|M01AE|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,49.19444444444444,7.01387513750027,5.391111111111111,-0.5938228589736254,0.3180094520780979,25.109810773395424,0.3725147465421816,38.93119565217392,6.2394868100007965,5.060869565217392,-0.3633468510784168,0.2954211242448012,25.279798597319925,0.73400085945753,0.0,weekly,2,seed3,weekly|N02BA|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,65.91587345219507,8.118859122573507,6.734814814666667,-1.1355709382177106,0.368109481628018,30.532345050571653,0.437846578175141,51.94179347826088,7.207065524765325,5.744565217391305,-0.8189700930492263,0.3412330957122175,27.667323161502104,0.8050507911847538,0.0,weekly,2,seed3,weekly|N02BA|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.3385754507742403,27.31280964135922,0.4743527058695995,47.144018591692,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,0.007,weekly,2,seed3,weekly|N02BA|A_lag1,,5,linear,0.0,7.467469664298522,0.0,,6.866150201655364,,,,,,,,
AR-LRX [linear],N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,3,54.97078074235144,7.41422826343723,6.26854134512256,-0.7809670972446798,0.3361614829770029,27.241473493323166,0.4653360585286614,46.80749012569122,6.841599968259707,5.379029978111211,-0.6391699047697188,0.3239293896762354,25.45771778374929,0.9404819375973166,6.874,weekly,2,seed3,weekly|N02BA|A_lag1,-1.347168983309985,5,linear,0.1,7.467469664298522,0.713,-2.117410352332883,6.866150201655364,5.0,,,,,,,
AR-LRX-g [linear],N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,3,54.99340137308933,7.415753594415697,6.269457178174467,-0.781699970209536,0.3362306415604094,27.23583064464168,0.4646606895586052,46.95500337682979,6.852372098538563,5.392227331237124,-0.6443357293241176,0.3244394179741381,25.50919796858782,0.9378889420621964,7.022,weekly,2,seed3,weekly|N02BA|A_lag1,-1.628775946068838,5,linear,0.0999999999999999,7.467469664298522,0.6926,-2.4629132165338503,6.866150201655364,5.0,False,global,1.0,"{""0"": 0.1}",0.1,0.1,7.534442022306487
AR-LRX-Aug [linear],N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.3385754507742403,27.31280964135922,0.4743527058695995,47.144018591692,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,6.361,weekly,2,seed3,weekly|N02BA|A_lag1,-1.223146502676916,5,linear,0.0,7.467469664298522,0.0,-1.6344888672502478,6.866150201655364,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,7.467469664298522
XGBoost,N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,68.29783119564891,8.264250189560387,6.85785854763455,-1.2127426339955392,0.3747015199296901,29.03375831788099,0.5018597007268472,50.85330460554779,7.131150300305539,5.552336045970087,-0.7808518731438887,0.3376387358489576,25.97618566393613,0.9146632645655248,5.914,weekly,2,seed3,weekly|N02BA|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,66.49227687256142,8.154279666074828,6.585383657453139,-1.154245505188539,0.3697154508547781,27.920614880835,0.4882602831573667,46.9690455505015,6.853396643307718,5.2123574219655255,-0.6448274777263159,0.3244879271186815,24.573931718875595,0.8573893834998566,7.054,weekly,2,seed3,weekly|N02BA|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,49.19444444444444,7.01387513750027,5.391111111111111,-0.5938228589736254,0.3180094520780979,25.109810773395424,0.3725147465421816,38.93119565217392,6.2394868100007965,5.060869565217392,-0.3633468510784168,0.2954211242448012,25.279798597319925,0.73400085945753,0.0,weekly,2,seed3,weekly|N02BA|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,65.91587345219507,8.118859122573507,6.734814814666667,-1.1355709382177106,0.368109481628018,30.532345050571653,0.437846578175141,51.94179347826088,7.207065524765325,5.744565217391305,-0.8189700930492263,0.3412330957122175,27.667323161502104,0.8050507911847538,0.0,weekly,2,seed3,weekly|N02BA|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.3385754507742403,27.31280964135922,0.4743527058695995,47.144018591692,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,0.005,weekly,2,seed3,weekly|N02BA|B_rich,,5,linear,0.0,7.467469664298522,0.0,,6.866150201655364,,,,,,,,
AR-LRX [linear],N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,3,54.97078074235144,7.41422826343723,6.26854134512256,-0.7809670972446798,0.3361614829770029,27.241473493323166,0.4653360585286614,46.80749012569122,6.841599968259707,5.379029978111211,-0.6391699047697188,0.3239293896762354,25.45771778374929,0.9404819375973166,6.837,weekly,2,seed3,weekly|N02BA|B_rich,-1.347168983309985,5,linear,0.1,7.467469664298522,0.713,-2.117410352332883,6.866150201655364,5.0,,,,,,,
AR-LRX-g [linear],N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,3,54.99340137308933,7.415753594415697,6.269457178174467,-0.781699970209536,0.3362306415604094,27.23583064464168,0.4646606895586052,46.95500337682979,6.852372098538563,5.392227331237124,-0.6443357293241176,0.3244394179741381,25.50919796858782,0.9378889420621964,7.307,weekly,2,seed3,weekly|N02BA|B_rich,-1.628775946068838,5,linear,0.0999999999999999,7.467469664298522,0.6926,-2.4629132165338503,6.866150201655364,5.0,False,global,1.0,"{""0"": 0.1}",0.1,0.1,7.534442022306487
AR-LRX-Aug [linear],N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.3385754507742403,27.31280964135922,0.4743527058695995,47.144018591692,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,5.721,weekly,2,seed3,weekly|N02BA|B_rich,-1.223146502676916,5,linear,0.0,7.467469664298522,0.0,-1.6344888672502478,6.866150201655364,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,7.467469664298522
XGBoost,N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,68.29783119564891,8.264250189560387,6.85785854763455,-1.2127426339955392,0.3747015199296901,29.03375831788099,0.5018597007268472,50.85330460554779,7.131150300305539,5.552336045970087,-0.7808518731438887,0.3376387358489576,25.97618566393613,0.9146632645655248,6.869,weekly,2,seed3,weekly|N02BA|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,66.49227687256142,8.154279666074828,6.585383657453139,-1.154245505188539,0.3697154508547781,27.920614880835,0.4882602831573667,46.9690455505015,6.853396643307718,5.2123574219655255,-0.6448274777263159,0.3244879271186815,24.573931718875595,0.8573893834998566,6.139,weekly,2,seed3,weekly|N02BA|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,1680.9681508666667,40.999611594095214,33.66975555555555,0.5778299809887086,0.1966083430644854,16.091032387206173,0.1901027589132943,2872.5362513913046,53.59604697541886,41.5418695652174,0.6070022317317492,0.2638605401116403,20.08585888444381,0.3344249193079274,0.0,weekly,2,seed3,weekly|N02BE|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,4928.619016884084,70.20412393074986,52.44873333333334,-0.2378076187729074,0.3366548107569486,28.57719475004721,0.2851328006650804,3827.384787608696,61.86586124518672,46.530130434782606,0.4763673812278127,0.3045739468456235,22.53129637433621,0.3785512957226687,0.0,weekly,2,seed3,weekly|N02BE|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.1856887509121654,15.244489991691704,0.1862344902896344,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.252786681362296,19.063345346674403,0.3279954691336632,0.008,weekly,2,seed3,weekly|N02BE|A_lag1,,5,linear,0.0,38.72250051105125,0.0,,51.34669565718882,,,,,,,,
AR-LRX [linear],N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,1498.436552595736,38.709644180691406,31.740951278861687,0.6236722346164589,0.18562710004008,15.266378742624884,0.1873524856435883,2610.6050265468475,51.09408015168536,39.1697397400098,0.6428375973442051,0.2515430212887595,19.02477279685333,0.3269747631786868,6.208,weekly,2,seed3,weekly|N02BE|A_lag1,0.0566378881367354,5,linear,0.1,38.72250051105125,0.0332,-0.5748091360448953,51.34669565718882,5.0,,,,,,,
AR-LRX-g [linear],N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.1856887509121654,15.244489991691704,0.1862344902896344,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.252786681362296,19.063345346674403,0.3279954691336632,7.302,weekly,2,seed3,weekly|N02BE|A_lag1,0.0596211514036235,5,linear,0.0,38.72250051105125,0.0,-0.9842370646269488,51.34669565718882,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,39.837504553741816
AR-LRX-Aug [linear],N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,3,1482.820206841336,38.50740457160592,31.64935145589013,0.6275942321752008,0.1846572861101833,15.236669119294785,0.1882583508940543,2589.677112697507,50.88887022422002,39.00641376679821,0.6457007895609499,0.250532745245041,18.929835583040788,0.3244122134573114,7.635,weekly,2,seed3,weekly|N02BE|A_lag1,0.0009355206204917,5,linear,0.0999999999999999,38.72250051105125,0.5555,-1.3707951311189135,51.34669565718882,5.0,True,global,1.0,"{""0"": 0.1}",0.1,0.1,39.89329250837672
XGBoost,N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,2277.328384175576,47.721361927082256,34.78652952609592,0.4280559291104525,0.2288416287976621,15.802931534285108,0.223539486814281,2400.504486604873,48.994943479964064,36.53728974317469,0.6715818971834703,0.2412086894261398,18.312792559401068,0.3197901998091346,6.107,weekly,2,seed3,weekly|N02BE|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,2357.676628937034,48.55591239938792,35.67813343502466,0.4078767127457759,0.2328436078209788,16.167427307484697,0.2235574211229779,2477.648139126228,49.77597953959548,37.904228824822255,0.661027710700264,0.2450538348831458,18.805335195139588,0.3218644746089035,6.26,weekly,2,seed3,weekly|N02BE|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,1680.9681508666667,40.999611594095214,33.66975555555555,0.5778299809887086,0.1966083430644854,16.091032387206173,0.1901027589132943,2872.5362513913046,53.59604697541886,41.5418695652174,0.6070022317317492,0.2638605401116403,20.08585888444381,0.3344249193079274,0.0,weekly,2,seed3,weekly|N02BE|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,4928.619016884084,70.20412393074986,52.44873333333334,-0.2378076187729074,0.3366548107569486,28.57719475004721,0.2851328006650804,3827.384787608696,61.86586124518672,46.530130434782606,0.4763673812278127,0.3045739468456235,22.53129637433621,0.3785512957226687,0.0,weekly,2,seed3,weekly|N02BE|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.1856887509121654,15.244489991691704,0.1862344902896344,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.252786681362296,19.063345346674403,0.3279954691336632,0.011,weekly,2,seed3,weekly|N02BE|B_rich,,5,linear,0.0,38.72250051105125,0.0,,51.34669565718882,,,,,,,,
AR-LRX [linear],N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,1498.436552595736,38.709644180691406,31.740951278861687,0.6236722346164589,0.18562710004008,15.266378742624884,0.1873524856435883,2610.6050265468475,51.09408015168536,39.1697397400098,0.6428375973442051,0.2515430212887595,19.02477279685333,0.3269747631786868,5.714,weekly,2,seed3,weekly|N02BE|B_rich,0.0566378881367354,5,linear,0.1,38.72250051105125,0.0332,-0.5748091360448953,51.34669565718882,5.0,,,,,,,
