model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,granularity,n_folds,group,config,resid_test_r2,cross_fit_folds_protocol,stage1,gate_w,stage1_val_RMSE,gate_val_gain_pct,resid_val_r2,stage1_only_test_RMSE,cross_fit_folds,augment_stage1,segment_scheme,n_segments,gate_w_map,gate_w_min,gate_w_max,val_oof_RMSE
S1 [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,42,16.6747895027876,4.083477623642329,2.880965845650394,-0.0217287178769312,0.8779476890831007,71.7752895751267,0.703521993405679,8.7326038490643,2.95509794238098,2.392135351294518,-0.121339428938187,0.6044518518506549,57.40333488628655,1.0633393387073906,0.009,weekly,2,seed42,weekly|N05C|A_lag1,,5,linear,0.0,4.083477623642329,0.0,,2.95509794238098,,,,,,,,
AR-LRX [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,16.6747895027876,4.083477623642329,2.880965845650394,-0.0217287178769312,0.8779476890831007,71.7752895751267,0.703521993405679,8.7326038490643,2.95509794238098,2.392135351294518,-0.121339428938187,0.6044518518506549,57.40333488628655,1.0633393387073906,4.258,weekly,2,seed42,weekly|N05C|A_lag1,-0.2159959576851888,5,linear,0.0,4.083477623642329,0.0,-0.097776491126557,2.95509794238098,5.0,,,,,,,
AR-LRX-g [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,16.6747895027876,4.083477623642329,2.880965845650394,-0.0217287178769312,0.8779476890831007,71.7752895751267,0.703521993405679,8.7326038490643,2.95509794238098,2.392135351294518,-0.121339428938187,0.6044518518506549,57.40333488628655,1.0633393387073906,4.377,weekly,2,seed42,weekly|N05C|A_lag1,-0.259705077283666,5,linear,0.0,4.083477623642329,0.0,-0.1508339647845902,2.95509794238098,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,4.12807185866168
AR-LRX-Aug [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,16.6747895027876,4.083477623642329,2.880965845650394,-0.0217287178769312,0.8779476890831007,71.7752895751267,0.703521993405679,8.7326038490643,2.95509794238098,2.392135351294518,-0.121339428938187,0.6044518518506549,57.40333488628655,1.0633393387073906,4.341,weekly,2,seed42,weekly|N05C|A_lag1,-0.2832411951445812,5,linear,0.0,4.083477623642329,0.0,-0.1457207550859434,2.95509794238098,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,4.083477623642329
XGBoost,N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,17.383456093265103,4.169347202292597,2.996813807376596,-0.0651514553435572,0.8964096484929083,74.04287959313741,0.8375383315519628,9.685774340979863,3.1121976706147483,2.53204705980089,-0.2437344984454172,0.6365858871711985,61.70836472780648,1.076935337108564,4.354,weekly,2,seed42,weekly|N05C|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,17.577963358298877,4.192608180870098,3.0144495488054805,-0.0770696662743448,0.9014107588870712,74.47815791594716,0.8388667579681696,9.75011721185978,3.1225177680615013,2.543767670759966,-0.2519966616370359,0.6386968161943979,61.99814684263328,1.0878707533056278,4.161,weekly,2,seed42,weekly|N05C|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,42,28.023255813953487,5.293699633900046,3.930232558139535,-0.7170930540827152,1.1381454212885098,103.83645136372506,1.694474186562659,16.266666666666666,4.033195589934446,3.466666666666667,-1.0887761572606216,0.8249718252138639,83.43106601001338,1.7005504134034763,0.0,weekly,2,seed42,weekly|N05C|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,42,26.55813953488372,5.153458987406781,3.86046511627907,-0.6273197242841997,1.107993682292458,111.313739170882,1.3238583034523583,23.844444444444445,4.883077353927996,3.6222222222222222,-2.061826252377933,0.9988112769398172,94.92769692563294,1.404697471688822,0.0,weekly,2,seed42,weekly|N05C|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,42,17.659626898755008,4.202335885999001,2.787213246262259,-0.0820735066210902,0.9035022154897852,68.904493375253,0.6035741439547535,8.649548295964209,2.941011440978122,2.4123457709263696,-0.1106744007182958,0.6015705220182522,58.05904326021262,1.1261556910723465,0.006,weekly,2,seed42,weekly|N05C|B_rich,,5,linear,0.0,4.202335885999001,0.0,,2.941011440978122,,,,,,,,
AR-LRX [linear],N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,16.69953942938998,4.086506996126396,2.9185691490324035,-0.0232452414151007,0.878599004167175,73.35589536559037,0.679266655960522,9.44221344587378,3.072818485669757,2.439674868486974,-0.2124592408303363,0.6285310538869957,57.94931733661548,1.380380697460741,6.247,weekly,2,seed42,weekly|N05C|B_rich,-0.2378418884442807,5,linear,0.7,4.202335885999001,2.7563,0.0145344687226824,2.941011440978122,5.0,,,,,,,
AR-LRX-g [linear],N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,16.69953942938998,4.086506996126396,2.9185691490324035,-0.0232452414151007,0.878599004167175,73.35589536559037,0.679266655960522,9.44221347965768,3.0728184911669745,2.4396748699936466,-0.2124592451684723,0.6285310550114266,57.94931733970933,1.3803807021988674,5.688,weekly,2,seed42,weekly|N05C|B_rich,-0.2378418884442807,5,linear,0.7,4.202335885999001,2.7563,0.0145344687226824,2.941011440978122,5.0,False,global,1.0,"{""0"": 0.7}",0.7,0.7,4.149875814480468
AR-LRX-Aug [linear],N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,14.47034511727552,3.803990683121545,2.726437594211865,0.1133460988254757,0.8178579968711321,69.87801167252948,0.6522886437804192,11.33547547112831,3.366819785959491,2.7078894765317147,-0.4555699320884485,0.6886676834917139,61.96012470534512,1.671471196713669,5.419,weekly,2,seed42,weekly|N05C|B_rich,-0.3644168773676106,5,linear,1.0,4.202335885999001,9.4791,0.156121110083889,2.941011440978122,5.0,True,global,1.0,"{""0"": 1.0}",1.0,1.0,3.803990683121545
XGBoost,N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,17.904215512946774,4.231337319683551,2.941939195921255,-0.0970603951298578,0.9097375237319634,74.4820015412116,0.8525164697540536,8.464757457839992,2.9094256233559213,2.3176879564921062,-0.0869457103440702,0.5951097865955293,55.36468320926411,1.214974046854736,5.047,weekly,2,seed42,weekly|N05C|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",12,none,42,16.896784924330976,4.110569902620679,3.026067077258559,-0.0353312342619294,0.8837725290634458,77.39155074057088,0.7533465049150211,10.265279897099273,3.2039475490555818,2.5210654455981003,-0.3181478625000651,0.6553529077613689,59.44280649469119,1.5015397776053503,5.551,weekly,2,seed42,weekly|N05C|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,605.225,24.60132110273756,18.655555555555555,-0.0380099004638978,0.5059108646741414,43.15658808353479,1.0011745992904533,851.7612469747946,29.184948980164325,21.98369565217392,0.034613661979338,0.5760084322364312,40.98350136138161,0.5872130475279131,0.0,weekly,2,seed42,weekly|R03|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,614.4748842545926,24.78860391903087,20.19351851844444,-0.0538742012353665,0.5097622192877364,49.6886383629502,0.5251434447101891,1132.0758227639192,33.64633446252235,25.980978260869566,-0.2830949245242296,0.6640605189144648,56.65064999174927,0.93022075429727,0.0,weekly,2,seed42,weekly|R03|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,552.0732474890453,23.49623900731871,17.94200808918741,0.053149660580966,0.4831855388229598,40.92385320485504,1.1251795150117032,713.517209522314,26.71174291434975,18.83879141520894,0.1912994768640235,0.5271960272692094,38.48032058277108,0.5320799290362752,0.008,weekly,2,seed42,weekly|R03|A_lag1,,5,linear,0.0,23.49623900731871,0.0,,26.71174291434975,,,,,,,,
AR-LRX [linear],R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,552.0732474890453,23.49623900731871,17.94200808918741,0.053149660580966,0.4831855388229598,40.92385320485504,1.1251795150117032,713.517209522314,26.71174291434975,18.83879141520894,0.1912994768640235,0.5271960272692094,38.48032058277108,0.5320799290362752,5.001,weekly,2,seed42,weekly|R03|A_lag1,-0.0198274487570113,5,linear,0.0,23.49623900731871,0.0,-0.367194176751151,26.71174291434975,5.0,,,,,,,
AR-LRX-g [linear],R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,552.0732474890453,23.49623900731871,17.94200808918741,0.053149660580966,0.4831855388229598,40.92385320485504,1.1251795150117032,713.517209522314,26.71174291434975,18.83879141520894,0.1912994768640235,0.5271960272692094,38.48032058277108,0.5320799290362752,7.174,weekly,2,seed42,weekly|R03|A_lag1,-0.0198274487570113,5,linear,0.0,23.49623900731871,0.0,-0.367194176751151,26.71174291434975,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,23.49623900731872
AR-LRX-Aug [linear],R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,549.4315098608862,23.43995541507889,18.049227972538223,0.0576804546037794,0.4820281017610191,41.30743906629917,1.0839853364594507,706.4744747171575,26.579587557318444,18.81172189931206,0.1992817136555523,0.5245877444838949,38.4612703414566,0.5348648079367536,6.5,weekly,2,seed42,weekly|R03|A_lag1,-0.2363182554591854,5,linear,0.0999999999999999,23.49623900731871,0.2395,-0.4787140616482019,26.71174291434975,5.0,True,global,1.0,"{""0"": 0.1}",0.1,0.1,23.732695311966843
XGBoost,R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,648.2538803485262,25.46083031537908,19.67457258436415,-0.1118079157601044,0.5235861369551278,45.20342497785391,0.987747537463881,714.5175225888711,26.73046057569661,19.19639772623153,0.1901657218691494,0.5275654481914412,39.12655313862049,0.5867907546062242,5.336,weekly,2,seed42,weekly|R03|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,625.779099415911,25.01557713537529,19.306571222485147,-0.0732618459202734,0.5144297822880786,44.22247425326077,1.0202870437515597,670.7233765780423,25.898327679177324,18.59380280752189,0.2398020141920229,0.5111420662125244,38.091412947079554,0.5752158127203292,6.063,weekly,2,seed42,weekly|R03|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,605.225,24.60132110273756,18.655555555555555,-0.0380099004638978,0.5059108646741414,43.15658808353479,1.0011745992904533,851.7612469747946,29.184948980164325,21.98369565217392,0.034613661979338,0.5760084322364312,40.98350136138161,0.5872130475279131,0.0,weekly,2,seed42,weekly|R03|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,614.4748842545926,24.78860391903087,20.19351851844444,-0.0538742012353665,0.5097622192877364,49.6886383629502,0.5251434447101891,1132.0758227639192,33.64633446252235,25.980978260869566,-0.2830949245242296,0.6640605189144648,56.65064999174927,0.93022075429727,0.0,weekly,2,seed42,weekly|R03|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,552.0732474890453,23.49623900731871,17.94200808918741,0.053149660580966,0.4831855388229598,40.92385320485504,1.1251795150117032,713.517209522314,26.71174291434975,18.83879141520894,0.1912994768640235,0.5271960272692094,38.48032058277108,0.5320799290362752,0.01,weekly,2,seed42,weekly|R03|B_rich,,5,linear,0.0,23.49623900731871,0.0,,26.71174291434975,,,,,,,,
AR-LRX [linear],R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,552.0732474890453,23.49623900731871,17.94200808918741,0.053149660580966,0.4831855388229598,40.92385320485504,1.1251795150117032,713.517209522314,26.71174291434975,18.83879141520894,0.1912994768640235,0.5271960272692094,38.48032058277108,0.5320799290362752,5.475,weekly,2,seed42,weekly|R03|B_rich,-0.0198274487570113,5,linear,0.0,23.49623900731871,0.0,-0.367194176751151,26.71174291434975,5.0,,,,,,,
AR-LRX-g [linear],R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,552.0732474890453,23.49623900731871,17.94200808918741,0.053149660580966,0.4831855388229598,40.92385320485504,1.1251795150117032,713.517209522314,26.71174291434975,18.83879141520894,0.1912994768640235,0.5271960272692094,38.48032058277108,0.5320799290362752,5.079,weekly,2,seed42,weekly|R03|B_rich,-0.0198274487570113,5,linear,0.0,23.49623900731871,0.0,-0.367194176751151,26.71174291434975,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,23.49623900731872
AR-LRX-Aug [linear],R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,549.4315098608862,23.43995541507889,18.049227972538223,0.0576804546037794,0.4820281017610191,41.30743906629917,1.0839853364594507,706.4744747171575,26.579587557318444,18.81172189931206,0.1992817136555523,0.5245877444838949,38.4612703414566,0.5348648079367536,5.639,weekly,2,seed42,weekly|R03|B_rich,-0.2363182554591854,5,linear,0.0999999999999999,23.49623900731871,0.2395,-0.4787140616482019,26.71174291434975,5.0,True,global,1.0,"{""0"": 0.1}",0.1,0.1,23.732695311966843
XGBoost,R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,648.2538803485262,25.46083031537908,19.67457258436415,-0.1118079157601044,0.5235861369551278,45.20342497785391,0.987747537463881,714.5175225888711,26.73046057569661,19.19639772623153,0.1901657218691494,0.5275654481914412,39.12655313862049,0.5867907546062242,5.458,weekly,2,seed42,weekly|R03|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,625.779099415911,25.01557713537529,19.306571222485147,-0.0732618459202734,0.5144297822880786,44.22247425326077,1.0202870437515597,670.7233765780423,25.898327679177324,18.59380280752189,0.2398020141920229,0.5111420662125244,38.091412947079554,0.5752158127203292,5.969,weekly,2,seed42,weekly|R03|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,R06,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,72.78178666666668,8.531224218520263,7.1773333333333325,0.6065903388703285,0.3467350883611017,31.67014048982149,0.4256223160582587,88.61228260869566,9.413409722767604,6.910869565217392,0.4692393642943022,0.3794499042625636,31.080923626166985,1.6974011088135652,0.0,weekly,2,seed42,weekly|R06|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),R06,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,144.90436425880372,12.037622865782252,8.928481481555556,0.2167439211082876,0.4892458715319737,39.59400277715749,0.4217677180101728,150.25668913043478,12.257923524416148,9.24021739130435,0.1000081084235952,0.4941108530044978,38.11526129262688,3.121014022979048,0.0,weekly,2,seed42,weekly|R06|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],R06,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,69.38078682149396,8.329513000259617,6.405952128088666,0.6249738693917666,0.3385369264917655,27.86500534047628,0.408226425108261,79.69377989817822,8.927137273402836,6.663411575061467,0.5226584844074853,0.3598485016049584,29.74831197601932,1.9484451334648163,0.008,weekly,2,seed42,weekly|R06|A_lag1,,5,linear,0.0,8.329513000259617,0.0,,8.927137273402836,,,,,,,,
AR-LRX [linear],R06,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,69.38078682149396,8.329513000259617,6.405952128088666,0.6249738693917666,0.3385369264917655,27.86500534047628,0.408226425108261,79.69377989817822,8.927137273402836,6.663411575061467,0.5226584844074853,0.3598485016049584,29.74831197601932,1.9484451334648163,5.645,weekly,2,seed42,weekly|R06|A_lag1,-0.2602974460185301,5,linear,0.0,8.329513000259617,0.0,-0.4314917954962967,8.927137273402836,5.0,,,,,,,
AR-LRX-g [linear],R06,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,69.38078682149396,8.329513000259617,6.405952128088666,0.6249738693917666,0.3385369264917655,27.86500534047628,0.408226425108261,79.69377989817822,8.927137273402836,6.663411575061467,0.5226584844074853,0.3598485016049584,29.74831197601932,1.9484451334648163,5.598,weekly,2,seed42,weekly|R06|A_lag1,-0.2602974460185301,5,linear,0.0,8.329513000259617,0.0,-0.4314917954962967,8.927137273402836,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,8.329513000259617
AR-LRX-Aug [linear],R06,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,69.38078682149396,8.329513000259617,6.405952128088666,0.6249738693917666,0.3385369264917655,27.86500534047628,0.408226425108261,79.69377989817822,8.927137273402836,6.663411575061467,0.5226584844074853,0.3598485016049584,29.74831197601932,1.9484451334648163,8.512,weekly,2,seed42,weekly|R06|A_lag1,-0.2036463223276161,5,linear,0.0,8.329513000259617,0.0,-0.4519571760319623,8.927137273402836,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,8.329513000259617
