model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,granularity,n_folds,stage1,gate_w,stage1_val_RMSE,gate_val_gain_pct,resid_val_r2,stage1_only_test_RMSE,augment_stage1,segment_scheme,n_segments,gate_w_map,gate_w_min,gate_w_max,val_oof_RMSE
Naive,M01AB,B_rich,pacf_train,3,2,210,45,45,2014-01-19,2018-01-21,2018-01-28,2018-12-02,2018-12-09,2019-10-13,{},0,none,42,116.87771555555555,10.810999748198848,8.296888888888889,-1.3783796475988885,0.3138819099371895,23.32963922164917,0.31766608233445126,119.25805777777776,10.92053376798853,8.319555555555553,-0.6164832561297386,0.2969670352242758,22.935915307261524,0.6606806987698898,0.0,weekly,2,,,,,,,,,,,,,
SeasonalNaive(s=52),M01AB,B_rich,pacf_train,3,2,210,45,45,2014-01-19,2018-01-21,2018-01-28,2018-12-02,2018-12-09,2019-10-13,{},0,none,42,129.6039682534853,11.384373863040746,8.50768518511111,-1.6373499762289798,0.33052900701117705,24.06189369717972,0.38650617731179043,115.75853111111113,10.759113862726387,9.071777777777777,-0.5690489245092532,0.29257747041816734,26.511852462194813,0.5543948566692719,0.0,weekly,2,,,,,,,,,,,,,
S1 [linear],M01AB,B_rich,pacf_train,3,2,210,45,45,2014-01-19,2018-01-21,2018-01-28,2018-12-02,2018-12-09,2019-10-13,{},0,none,42,53.0614683834258,7.284330331844225,5.794794692892386,-0.07976371607695354,0.21149010918750533,16.615655355185332,0.21859074434320744,75.19148156849673,8.671302184129944,6.475317760284488,-0.01918288142464908,0.2358026590882624,18.69895700095755,0.5749275958283854,0.011,weekly,2,linear,0.0,7.284330331844225,0.0,,8.671302184129944,,,,,,,
AR-LRX [linear],M01AB,B_rich,pacf_train,3,2,210,45,45,2014-01-19,2018-01-21,2018-01-28,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,53.060672650404044,7.284275712135287,5.757416114876306,-0.07974752346731129,0.211488523382403,16.515985888675424,0.21763635847820553,75.41528851406375,8.68419763213987,6.496744851578353,-0.02221647250315506,0.23615333086353973,18.77899451325205,0.5720157991514827,6.159,weekly,2,linear,0.1,7.284330331844225,0.0007,-0.16850237914425037,8.671302184129944,,,,,,,
AR-LRX-g [linear],M01AB,B_rich,pacf_train,3,2,210,45,45,2014-01-19,2018-01-21,2018-01-28,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,53.0614683834258,7.284330331844225,5.794794692892386,-0.07976371607695354,0.21149010918750533,16.615655355185332,0.21859074434320744,75.19148156849673,8.671302184129944,6.475317760284488,-0.01918288142464908,0.2358026590882624,18.69895700095755,0.5749275958283854,9.532,weekly,2,linear,0.0,7.284330331844225,0.0,-0.15040841951931716,8.671302184129944,False,global,1.0,"{""0"": 0.0}",0.0,0.0,7.284330331844225
AR-LRX-Aug [linear],M01AB,B_rich,pacf_train,3,2,210,45,45,2014-01-19,2018-01-21,2018-01-28,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,53.0614683834258,7.284330331844225,5.794794692892386,-0.07976371607695354,0.21149010918750533,16.615655355185332,0.21859074434320744,75.19148156849673,8.671302184129944,6.475317760284488,-0.01918288142464908,0.2358026590882624,18.69895700095755,0.5749275958283854,11.218,weekly,2,linear,0.0,7.284330331844225,0.0,-0.21086451215363144,8.671302184129944,True,global,1.0,"{""0"": 0.0}",0.0,0.0,7.284330331844225
XGBoost,M01AB,B_rich,pacf_train,3,2,210,45,45,2014-01-19,2018-01-21,2018-01-28,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,66.26731672822334,8.140473986705157,6.357846669514973,-0.34849348020050464,0.23634701528567875,18.09696871042473,0.23805226168622073,82.04073466536177,9.057634054506826,6.798825690375434,-0.11202107747097245,0.24630835712426635,19.699105700147648,0.5557266108384038,6.046,weekly,2,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",M01AB,B_rich,pacf_train,3,2,210,45,45,2014-01-19,2018-01-21,2018-01-28,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,60.910347510206,7.8045081529976,6.116983788989806,-0.2394829087636423,0.22659272798441993,17.49156164303929,0.22843520002419676,83.20549244919212,9.121704470612503,6.832333635787778,-0.1278087859922441,0.24805065305235202,19.76377531461688,0.566887830152261,5.802,weekly,2,,,,,,,,,,,,,
Naive,M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,45.908203888888885,6.775559304506816,5.5056222222222235,-0.5028531878042071,0.2521991261150493,20.14832613520521,0.2609274473557304,99.00320602173912,9.950035478416101,7.71463043478261,0.05536256982834331,0.37592019383774017,30.265748716527487,0.717837483642111,0.0,weekly,2,,,,,,,,,,,,,
SeasonalNaive(s=52),M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,57.89583167521637,7.608931046817047,5.9298259259999995,-0.8952807520908783,0.28321879780470843,22.669814585063577,0.28705822779927387,110.82956356521738,10.527562090304544,7.920347826086957,-0.05747842236850964,0.3977396050708463,29.493879602230432,0.6388227637679597,0.0,weekly,2,,,,,,,,,,,,,
S1 [linear],M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,28.86272463150085,5.372403989975144,4.376200802707008,0.055148447407143864,0.1999710327245609,16.335850128153716,0.21311247015909435,85.1469526480301,9.227510641989534,7.280131693320726,0.18757177905207012,0.3486226352359398,27.577591718542614,0.6299231042993104,0.009,weekly,2,linear,0.0,5.372403989975144,0.0,,9.227510641989534,,,,,,,
AR-LRX [linear],M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,28.6745078647268,5.354858342171789,4.343203478215041,0.06130992060764606,0.199317950544292,16.203396952663628,0.2080334322056456,85.21836368562161,9.2313792948628,7.262468700436193,0.1868904118343102,0.3487687959949807,27.531539039216124,0.6283092164306211,6.111,weekly,2,linear,0.2,5.372403989975144,0.3266,-0.08530083074647377,9.227510641989534,,,,,,,
AR-LRX-g [linear],M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,28.6745078647268,5.354858342171789,4.343203478215041,0.06130992060764606,0.199317950544292,16.203396952663628,0.2080334322056456,85.21836369780613,9.231379295522752,7.262468701770415,0.18689041171805187,0.3487687960199142,27.531539043918336,0.6283092166499464,5.74,weekly,2,linear,0.1999999999999999,5.372403989975144,0.3266,-0.08530083074647377,9.227510641989534,False,global,1.0,"{""0"": 0.2}",0.2,0.2,5.778653013378069
AR-LRX-Aug [linear],M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,28.6745078647268,5.354858342171789,4.343203478215041,0.06130992060764606,0.199317950544292,16.203396952663628,0.2080334322056456,85.21836369780613,9.231379295522752,7.262468701770415,0.18689041171805187,0.3487687960199142,27.531539043918336,0.6283092166499464,6.712,weekly,2,linear,0.1999999999999999,5.372403989975144,0.3266,-0.08530083074647377,9.227510641989534,True,global,1.0,"{""0"": 0.2}",0.2,0.2,5.778653013378069
XGBoost,M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,30.955241784446137,5.563743504552141,4.351468146091037,-0.013352295541763537,0.20709305117335505,16.089591762024096,0.20013938521974428,92.9774933385195,9.642483774345669,7.492563684214715,0.11285680635619344,0.3643006477104847,28.167157822473772,0.6276418614819219,5.597,weekly,2,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,31.091485608815184,5.57597396055749,4.337567044984799,-0.01781237998042351,0.2075482918668408,16.053545188611565,0.20056520486717463,88.46075266961462,9.405357657719064,7.41667267008555,0.15595321171188692,0.35534183586306667,27.927405964225464,0.6256792169928912,5.776,weekly,2,,,,,,,,,,,,,
Naive,M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,45.908203888888885,6.775559304506816,5.5056222222222235,-0.5028531878042071,0.2521991261150493,20.14832613520521,0.2609274473557304,99.00320602173912,9.950035478416101,7.71463043478261,0.05536256982834331,0.37592019383774017,30.265748716527487,0.717837483642111,0.0,weekly,2,,,,,,,,,,,,,
SeasonalNaive(s=52),M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,57.89583167521637,7.608931046817047,5.9298259259999995,-0.8952807520908783,0.28321879780470843,22.669814585063577,0.28705822779927387,110.82956356521738,10.527562090304544,7.920347826086957,-0.05747842236850964,0.3977396050708463,29.493879602230432,0.6388227637679597,0.0,weekly,2,,,,,,,,,,,,,
S1 [linear],M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,28.86272463150085,5.372403989975144,4.376200802707008,0.055148447407143864,0.1999710327245609,16.335850128153716,0.21311247015909435,85.1469526480301,9.227510641989534,7.280131693320726,0.18757177905207012,0.3486226352359398,27.577591718542614,0.6299231042993104,0.01,weekly,2,linear,0.0,5.372403989975144,0.0,,9.227510641989534,,,,,,,
AR-LRX [linear],M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,28.6745078647268,5.354858342171789,4.343203478215041,0.06130992060764606,0.199317950544292,16.203396952663628,0.2080334322056456,85.21836368562161,9.2313792948628,7.262468700436193,0.1868904118343102,0.3487687959949807,27.531539039216124,0.6283092164306211,5.838,weekly,2,linear,0.2,5.372403989975144,0.3266,-0.08530083074647377,9.227510641989534,,,,,,,
AR-LRX-g [linear],M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,28.6745078647268,5.354858342171789,4.343203478215041,0.06130992060764606,0.199317950544292,16.203396952663628,0.2080334322056456,85.21836369780613,9.231379295522752,7.262468701770415,0.18689041171805187,0.3487687960199142,27.531539043918336,0.6283092166499464,6.054,weekly,2,linear,0.1999999999999999,5.372403989975144,0.3266,-0.08530083074647377,9.227510641989534,False,global,1.0,"{""0"": 0.2}",0.2,0.2,5.778653013378069
AR-LRX-Aug [linear],M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,28.6745078647268,5.354858342171789,4.343203478215041,0.06130992060764606,0.199317950544292,16.203396952663628,0.2080334322056456,85.21836369780613,9.231379295522752,7.262468701770415,0.18689041171805187,0.3487687960199142,27.531539043918336,0.6283092166499464,5.988,weekly,2,linear,0.1999999999999999,5.372403989975144,0.3266,-0.08530083074647377,9.227510641989534,True,global,1.0,"{""0"": 0.2}",0.2,0.2,5.778653013378069
XGBoost,M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,30.955241784446137,5.563743504552141,4.351468146091037,-0.013352295541763537,0.20709305117335505,16.089591762024096,0.20013938521974428,92.9774933385195,9.642483774345669,7.492563684214715,0.11285680635619344,0.3643006477104847,28.167157822473772,0.6276418614819219,5.577,weekly,2,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,31.091485608815184,5.57597396055749,4.337567044984799,-0.01781237998042351,0.2075482918668408,16.053545188611565,0.20056520486717463,88.46075266961462,9.405357657719064,7.41667267008555,0.15595321171188692,0.35534183586306667,27.927405964225464,0.6256792169928912,5.782,weekly,2,,,,,,,,,,,,,
Naive,N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,49.194444444444436,7.01387513750027,5.391111111111111,-0.5938228589736254,0.31800945207809794,25.109810773395424,0.3725147465421816,38.93119565217392,6.2394868100007965,5.060869565217392,-0.3633468510784168,0.2954211242448012,25.279798597319925,0.73400085945753,0.0,weekly,2,,,,,,,,,,,,,
SeasonalNaive(s=52),N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,65.91587345219507,8.118859122573507,6.734814814666667,-1.1355709382177106,0.368109481628018,30.532345050571653,0.437846578175141,51.941793478260884,7.207065524765325,5.744565217391305,-0.8189700930492263,0.3412330957122175,27.667323161502104,0.8050507911847538,0.0,weekly,2,,,,,,,,,,,,,
S1 [linear],N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.33857545077424034,27.31280964135922,0.47435270586959954,47.144018591691996,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,0.009,weekly,2,linear,0.0,7.467469664298522,0.0,,6.866150201655364,,,,,,,
AR-LRX [linear],N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.33857545077424034,27.31280964135922,0.47435270586959954,47.144018591691996,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,5.759,weekly,2,linear,0.0,7.467469664298522,0.0,-1.335266810906731,6.866150201655364,,,,,,,
AR-LRX-g [linear],N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.33857545077424034,27.31280964135922,0.47435270586959954,47.144018591691996,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,6.22,weekly,2,linear,0.0,7.467469664298522,0.0,-2.532511965404126,6.866150201655364,False,global,1.0,"{""0"": 0.0}",0.0,0.0,7.510784960682909
AR-LRX-Aug [linear],N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.33857545077424034,27.31280964135922,0.47435270586959954,47.144018591691996,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,6.49,weekly,2,linear,0.0,7.467469664298522,0.0,-2.532511965404126,6.866150201655364,True,global,1.0,"{""0"": 0.0}",0.0,0.0,7.510784960682909
XGBoost,N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,67.6721896799193,8.226310818338881,6.81726533677843,-1.1924728299444163,0.3729813469272037,28.900227202,0.5011228948549035,51.29036438218966,7.161729147502694,5.5211410356604524,-0.7961574413453227,0.3390865532243569,25.80424506409592,0.9476206007750516,5.787,weekly,2,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,69.66963558900427,8.346833866143752,6.913166634347476,-1.2571869452355888,0.37844586798636665,29.223996410418017,0.5036522542469116,50.87481615369641,7.132658421212697,5.488692541689199,-0.7816051945083868,0.3377101408839319,25.65940823193898,0.9564197414968693,6.888,weekly,2,,,,,,,,,,,,,
Naive,N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,49.194444444444436,7.01387513750027,5.391111111111111,-0.5938228589736254,0.31800945207809794,25.109810773395424,0.3725147465421816,38.93119565217392,6.2394868100007965,5.060869565217392,-0.3633468510784168,0.2954211242448012,25.279798597319925,0.73400085945753,0.0,weekly,2,,,,,,,,,,,,,
SeasonalNaive(s=52),N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,65.91587345219507,8.118859122573507,6.734814814666667,-1.1355709382177106,0.368109481628018,30.532345050571653,0.437846578175141,51.941793478260884,7.207065524765325,5.744565217391305,-0.8189700930492263,0.3412330957122175,27.667323161502104,0.8050507911847538,0.0,weekly,2,,,,,,,,,,,,,
S1 [linear],N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.33857545077424034,27.31280964135922,0.47435270586959954,47.144018591691996,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,0.01,weekly,2,linear,0.0,7.467469664298522,0.0,,6.866150201655364,,,,,,,
AR-LRX [linear],N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.33857545077424034,27.31280964135922,0.47435270586959954,47.144018591691996,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,6.117,weekly,2,linear,0.0,7.467469664298522,0.0,-1.335266810906731,6.866150201655364,,,,,,,
AR-LRX-g [linear],N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.33857545077424034,27.31280964135922,0.47435270586959954,47.144018591691996,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,6.309,weekly,2,linear,0.0,7.467469664298522,0.0,-2.532511965404126,6.866150201655364,False,global,1.0,"{""0"": 0.0}",0.0,0.0,7.510784960682909
AR-LRX-Aug [linear],N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.33857545077424034,27.31280964135922,0.47435270586959954,47.144018591691996,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,6.527,weekly,2,linear,0.0,7.467469664298522,0.0,-2.532511965404126,6.866150201655364,True,global,1.0,"{""0"": 0.0}",0.0,0.0,7.510784960682909
XGBoost,N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,67.6721896799193,8.226310818338881,6.81726533677843,-1.1924728299444163,0.3729813469272037,28.900227202,0.5011228948549035,51.29036438218966,7.161729147502694,5.5211410356604524,-0.7961574413453227,0.3390865532243569,25.80424506409592,0.9476206007750516,6.29,weekly,2,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,69.66963558900427,8.346833866143752,6.913166634347476,-1.2571869452355888,0.37844586798636665,29.223996410418017,0.5036522542469116,50.87481615369641,7.132658421212697,5.488692541689199,-0.7816051945083868,0.3377101408839319,25.65940823193898,0.9564197414968693,6.566,weekly,2,,,,,,,,,,,,,
Naive,N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,1680.9681508666667,40.999611594095214,33.66975555555555,0.5778299809887086,0.19660834306448544,16.091032387206173,0.19010275891329437,2872.5362513913046,53.59604697541886,41.5418695652174,0.6070022317317492,0.2638605401116403,20.08585888444381,0.3344249193079274,0.0,weekly,2,,,,,,,,,,,,,
SeasonalNaive(s=52),N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,4928.619016884084,70.20412393074986,52.44873333333334,-0.23780761877290746,0.3366548107569486,28.57719475004721,0.2851328006650804,3827.384787608696,61.86586124518672,46.530130434782606,0.47636738122781275,0.3045739468456235,22.53129637433621,0.3785512957226687,0.0,weekly,2,,,,,,,,,,,,,
S1 [linear],N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.18568875091216544,15.244489991691704,0.18623449028963446,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.25278668136229604,19.063345346674403,0.3279954691336632,0.009,weekly,2,linear,0.0,38.72250051105125,0.0,,51.34669565718882,,,,,,,
AR-LRX [linear],N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,1497.1703589171084,38.69328570846767,31.73611908302339,0.6239902352930944,0.18554865509892263,15.267161022693607,0.18744269562833862,2607.4397315682554,51.06309559327808,39.136518819541,0.6432706480539725,0.25139048014481624,19.011853338956925,0.32746186910192615,6.1,weekly,2,linear,0.1,38.72250051105125,0.0754,-0.68296533810699,51.34669565718882,,,,,,,
AR-LRX-g [linear],N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.18568875091216544,15.244489991691704,0.18623449028963446,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.25278668136229604,19.063345346674403,0.3279954691336632,6.357,weekly,2,linear,0.0,38.72250051105125,0.0,-1.113080505710768,51.34669565718882,False,global,1.0,"{""0"": 0.0}",0.0,0.0,39.921099872991554
AR-LRX-Aug [linear],N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.18568875091216544,15.244489991691704,0.18623449028963446,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.25278668136229604,19.063345346674403,0.3279954691336632,5.96,weekly,2,linear,0.0,38.72250051105125,0.0,-1.113080505710768,51.34669565718882,True,global,1.0,"{""0"": 0.0}",0.0,0.0,39.921099872991554
XGBoost,N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,2335.638184007332,48.32844073635453,35.24635277370877,0.4134116009054086,0.23175279683462405,16.020512042445954,0.22578225010965858,2374.291981880481,48.7267070699476,36.3201208190918,0.6751680854700124,0.23988812554095232,18.262068573842782,0.32315728374294866,6.037,weekly,2,,,,,,,,,,,,,
